Transkribus-ID;AkteNummer;Akte_Scan;Finder-Tags;Datum;Tags;Dokumententyp;Titel;Nr. Of Pages;Transkibus-Transkription-Status
6478650;1;Akte_001.4_S019.jpg;Maschinell;1925 - 1943;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S020.jpg;Maschinell;1925 - 1943;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S021.jpg;Maschinell;1925 - 1943;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S022.jpg;Maschinell, mitUnterschrift;1925 - 1943;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S023.jpg;Maschinell;1925 - 1943;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.4_S024.jpg;Handschrift, mitUnterschrift;10.12.1929;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S001.jpg;Maschinell;10.12.1929;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S002.jpg;Maschinell;12.01.1930;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S004.jpg;Maschinell;27.1.1930;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S005.jpg;Maschinell;02.02.1930;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S006.jpg;Maschinell;08.03.1930;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S007.jpg;Maschinell;08.03.1930;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S008.jpg;Maschinell;26.03.1930;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S009.jpg;Maschinell;26.03.1930;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S010.jpg;Maschinell;20.04.1930;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S011.jpg;Maschinell;20.04.1930;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S012.jpg;Maschinell;22.04.1930;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S013.jpg;Maschinell;1925 - 1943;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S014.jpg;Maschinell, mitUnterschrift;22.04.1930;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S015.jpg;Maschinell;04.05.1930;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S016.jpg;Maschinell;18.03.1930;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S017.jpg;Handschrift, mitUnterschrift;22.04.1930;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S018.jpg;Handschrift, mitUnterschrift;12.05.1930;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S019.jpg;Maschinell, mitUnterschrift;25.05.1920;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S020.jpg;Handschrift, mitUnterschrift;31.05.1930;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S021.jpg;Maschinell;20.06.1930;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S022.jpg;Handschrift;28.09.1943;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S023.jpg;Handschrift, mitUnterschrift;28.09.1943;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478650;1;Akte_001.5_S024.jpg;Maschinell, mitUnterschrift;07.10.1943;Ja;Brief;"Erbe ""Walter""";118;Teilweise GT
6478651;2;Akte_002.01_S001.jpg;Bild;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.01_S002.jpg;Handschrift, mitUnterschrift;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.01_S003.jpg;Maschinell;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.02_S001.jpg;Bild, Maschinell;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.02_S002.jpg;Handschrift, mitUnterschrift;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.02_S003.jpg;Maschinell;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.03_S001.jpg;Bild, Handschrift;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.03_S002.jpg;Handschrift, mitUnterschrift;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.03_S003.jpg;Maschinell;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.04_S001.jpg;Bild;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.04_S002.jpg;Handschrift, mitUnterschrift;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.04_S003.jpg;Maschinell;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.05_S001.jpg;Handschrift;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.05_S002.jpg;Handschrift, mitUnterschrift;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.05_S003.jpg;Maschinell;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.06_S001.jpg;Bild, Handschrift, mitUnterschrift;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.06_S002.jpg;Handschrift;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.06_S003.jpg;Maschinell;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.07_S001.jpg;Handschrift, mitUnterschrift;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.07_S002.jpg;Handschrift, mitUnterschrift;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.07_S003.jpg;Maschinell;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.08_S001.jpg;Bild, Maschinell;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.08_S002.jpg;Handschrift, mitUnterschrift;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.08_S003.jpg;Maschinell;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.09_S001.jpg;Bild, Maschinell;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.09_S002.jpg;Handschrift, mitUnterschrift;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.09_S003.jpg;Maschinell;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.10_S001.jpg;Bild;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.10_S002.jpg;Handschrift, mitUnterschrift;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.10_S003.jpg;Maschinell;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.11_S001.jpg;Handschrift;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.11_S002.jpg;Handschrift, mitUnterschrift;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.11_S003.jpg;Maschinell;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.12_S001.jpg;Handschrift, mitUnterschrift;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.12_S002.jpg;Handschrift, mitUnterschrift;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.12_S003.jpg;Maschinell;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.13_S001.jpg;Maschinell;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.13_S002.jpg;Maschinell;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.14_S001.jpg;Maschinell;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.14_S002.jpg;Maschinell;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.14_S003.jpg;Maschinell;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.14_S004.jpg;Maschinell, mitUnterschrift;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.15_S001.jpg;Bild, Maschinell;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.15_S002.jpg;Handschrift, mitUnterschrift;1942;Ja;Postkarte;Feldpost;32;GT
6478651;2;Akte_002.15_S003.jpg;Maschinell;1942;Ja;Postkarte;Feldpost;32;GT
6478652;3;Akte_003.1_S001.jpg;Maschinell;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S002.jpg;Handschrift;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S003.jpg;Maschinell, mitUnterschrift;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S005.jpg;Maschinell;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S006.jpg;mitUnterschrift;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S007.jpg;Maschinell;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S009.jpg;Maschinell, mitUnterschrift;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S010.jpg;Maschinell;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S011.jpg;Maschinell, mitUnterschrift;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S013.jpg;Maschinell;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S015.jpg;Maschinell;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S017.jpg;Maschinell, mitUnterschrift;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S019.jpg;Maschinell, mitUnterschrift;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S021.jpg;Maschinell;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.1_S023.jpg;Maschinell;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.2_S001.jpg;Maschinell, mitUnterschrift;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.2_S003.jpg;Maschinell, mitUnterschrift;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.2_S005.jpg;Maschinell, mitUnterschrift;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.2_S007.jpg;Maschinell;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.2_S009.jpg;Maschinell;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.2_S011.jpg;Maschinell, mitUnterschrift;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.2_S013.jpg;Maschinell;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.2_S015.jpg;Maschinell, mitUnterschrift;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478652;3;Akte_003.2_S017.jpg;Maschinell;1931-1932;Ja;Brief;Testament Gustav Will ;24;GT
6478517;4;Akte_004_S001.jpg;Handschrift;1941 - 1944;Vollständig;Protokoll;Jahresplanung 1941-1944;4;Done
6478517;4;Akte_004_S002.jpg;Handschrift;1941 - 1944;ja;Protokoll;Jahresplanung 1941-1944;4;Done
6478517;4;Akte_004_S003.jpg;Handschrift;1941 - 1944;ja;Protokoll;Jahresplanung 1941-1944;4;Done
6478517;4;Akte_004_S004.jpg;Handschrift;1941 - 1944;ja;Protokoll;Jahresplanung 1941-1944;4;Done
6478517;4;Akte_004_S005.jpg;Handschrift;1941 - 1944;ja;Protokoll;Jahresplanung 1941-1944;4;Done
6478517;4;Akte_004_S006.jpg;Handschrift;1941 - 1944;Vollständig;Protokoll;Jahresplanung 1941-1944;4;Done
6478535;5;Akte_005_S001.jpg;Maschinell;01.01.1944;Vollständig;Protokoll;Aktivmitglieder;4;Done
6478535;5;Akte_005_S002.jpg;Maschinell;01.01.1944;Vollständig;Protokoll;Aktivmitglieder;4;Done
6478535;5;Akte_005_S003.jpg;Maschinell;01.01.1944;Vollständig;Protokoll;Aktivmitglieder;4;Done
6478535;5;Akte_005_S004.jpg;Maschinell;01.01.1944;Vollständig;Protokoll;Aktivmitglieder;4;Done
6478887;6;Akte_006_S001.jpg;Maschinell;28.07.1944;Vollständig;Brief;50 Jähriges Bestehen (Jubiläum);3;GT
6478887;6;Akte_006_S002.jpg;Maschinell, mitUnterschrift;28.07.1944;Vollständig;Brief;50 Jähriges Bestehen (Jubiläum);3;GT
6478887;6;Akte_006_S003.jpg;Maschinell;28.07.1944;Vollständig;Brief;50 Jähriges Bestehen (Jubiläum);3;GT
6478888;7;Akte_007_S001.jpg;Maschinell;31.05.1944;Vollständig;Brief;NS-Chorstrukturen;6;GT
6478888;7;Akte_007_S002.jpg;Maschinell;31.05.1944;Ja;Brief;NS-Chorstrukturen;6;GT
6478888;7;Akte_007_S003.jpg;Maschinell;31.05.1944;Ja;Brief;NS-Chorstrukturen;6;GT
6478888;7;Akte_007_S004.jpg;Maschinell;31.05.1944;Vollständig;Brief;NS-Chorstrukturen;6;GT
6478888;7;Akte_007_S005.jpg;Maschinell;31.05.1944;Ja;Brief;NS-Chorstrukturen;6;GT
6478888;7;Akte_007_S006.jpg;Maschinell;31.05.1944;Vollständig;Brief;NS-Chorstrukturen;6;GT
6478907;8;Akte_008_S001.jpg;Maschinell;01.03.1944;Vollständig;Brief;Neueinteilung der Sängerkreise;2;GT
6478907;8;Akte_008_S002.jpg;Maschinell, mitUnterschrift;01.03.1944;Vollständig;Brief;Neueinteilung der Sängerkreise;2;GT
6478947;9;Akte_009_S001.jpg;Maschinell, mitUnterschrift;23.02.1944;Vollständig;Brief;Elternnachmittag;2;GT
6478947;9;Akte_009_S002.jpg;Maschinell;23.02.1944;Vollständig;Brief;Elternnachmittag;2;GT
6478948;10;Akte_010_S001.jpg;Maschinell;01.02.1944;Vollständig;Rechnung;Feuerversicherung;1;Done
6478967;11;Akte_011_S001.jpg;Maschinell;23.01.1944;Vollständig;Brief;60ster Geburtstag Hans Habig;1;GT
6478987;12;Akte_012_S001.jpg;Maschinell, mitUnterschrift;02.01.1944;Vollständig;Brief;"Absage ""Schwarz""";1;GT
6479007;13;Akte_013_S001.jpg;Maschinell;01.01.1944;Vollständig;Protokoll;Tagesordnung Neujahrstreffen (NJT) 1944;4;GT
6479007;13;Akte_013_S002.jpg;Maschinell;01.01.1944;Vollständig;Protokoll;Tagesordnung Neujahrstreffen (NJT) 1944;4;GT
6479007;13;Akte_013_S003.jpg;Maschinell;01.01.1944;Vollständig;Protokoll;Tagesordnung Neujahrstreffen (NJT) 1944;4;GT
